0.161 0.146  -0.284 0.204
0.041 0.373  -0.044 -0.106
-0.491 0.288  -0.069 -0.641
-0.422 0.086  -0.279 -0.531
-0.551 0.285  -0.063 -0.710
-0.595 0.322  -0.026 -0.781
0.008 0.443  0.006 -0.129
-0.046 0.201  -0.221 -0.167
-0.017 0.281  -0.143 -0.144
-0.164 0.118  -0.296 -0.273
-0.371 0.284  -0.091 -0.523
-0.594 0.330  -0.008 -0.769
-0.387 0.086  -0.307 -0.471
0.029 0.287  -0.149 -0.112
-0.374 0.209  -0.175 -0.505
-0.032 0.127  -0.305 -0.163
-0.129 0.443  0.046 -0.272
-0.537 0.046  -0.319 -0.618
-0.334 0.364  0.026 -0.492
-0.528 0.331  -0.002 -0.710
-0.267 0.166  -0.209 -0.374
-0.350 0.322  -0.035 -0.503
-0.149 0.405  0.009 -0.279
-0.411 0.140  -0.222 -0.518
-0.508 0.367  0.038 -0.704
-0.497 0.391  0.055 -0.663
-0.109 0.362  -0.034 -0.236
0.014 0.167  -0.265 -0.137
-0.143 0.285  -0.115 -0.262
-0.451 0.322  -0.026 -0.620
-0.506 0.126  -0.253 -0.615
-0.054 0.365  -0.052 -0.183
-0.453 0.087  -0.284 -0.535
0.048 0.252  -0.192 -0.106
-0.218 0.285  -0.095 -0.347
-0.411 0.252  -0.115 -0.563
-0.548 0.365  0.021 -0.709
-0.227 0.221  -0.161 -0.362
-0.018 0.252  -0.170 -0.143
-0.287 0.284  -0.080 -0.410
-0.196 0.365  -0.025 -0.336
-0.218 0.209  -0.207 -0.324
-0.356 0.210  -0.146 -0.482
-0.031 0.408  0.005 -0.170
-0.529 0.241  -0.129 -0.670
-0.591 0.250  -0.118 -0.736
-0.298 0.127  -0.253 -0.399
-0.357 0.365  -0.017 -0.488
-0.112 0.291  -0.127 -0.238
-0.330 0.087  -0.276 -0.417
-0.253 0.365  -0.015 -0.390
-0.380 0.169  -0.201 -0.489
-0.021 0.405  -0.020 -0.138
-0.060 0.324  -0.097 -0.181
-0.210 0.331  -0.038 -0.347
-0.569 0.209  -0.138 -0.695
-0.548 0.210  -0.147 -0.673
-0.023 0.405  -0.023 -0.146
-0.376 0.250  -0.138 -0.506
-0.179 0.241  -0.173 -0.290
-0.146 0.210  -0.202 -0.259
-0.405 0.169  -0.190 -0.506
-0.465 0.252  -0.103 -0.595
-0.232 0.169  -0.219 -0.336
-0.054 0.288  -0.127 -0.190
-0.572 0.250  -0.112 -0.724
-0.344 0.087  -0.296 -0.417
-0.052 0.121  -0.310 -0.178
-0.249 0.120  -0.281 -0.353
-0.489 0.048  -0.316 -0.580
-0.465 0.087  -0.282 -0.546
-0.282 0.324  -0.048 -0.405
-0.032 0.207  -0.219 -0.160
-0.453 0.364  0.000 -0.589
-0.253 0.084  -0.321 -0.347
-0.308 0.324  -0.032 -0.453
-0.287 0.321  -0.034 -0.431
-0.037 0.290  -0.127 -0.161
-0.416 0.393  0.032 -0.563
-0.067 0.247  -0.169 -0.201
-0.583 0.319  0.011 -0.739
-0.373 0.285  -0.101 -0.488
-0.031 0.364  -0.074 -0.155
-0.086 0.403  -0.011 -0.209
-0.190 0.324  -0.075 -0.310
-0.178 0.084  -0.322 -0.273
-0.304 0.250  -0.143 -0.433
-0.158 0.250  -0.164 -0.272
-0.360 0.087  -0.302 -0.446
-0.164 0.445  0.066 -0.318
-0.060 0.207  -0.213 -0.189
-0.103 0.176  -0.238 -0.209
-0.529 0.087  -0.316 -0.618
-0.423 0.365  0.011 -0.561
-0.067 0.209  -0.202 -0.198
-0.190 0.252  -0.130 -0.322
-0.249 0.167  -0.202 -0.374
-0.087 0.324  -0.094 -0.219
-0.541 0.206  -0.160 -0.680
-0.422 0.169  -0.225 -0.509
-0.548 0.324  -0.031 -0.701
-0.465 0.330  -0.035 -0.629
-0.242 0.290  -0.097 -0.357
-0.023 0.402  -0.012 -0.163
-0.311 0.167  -0.225 -0.405
-0.517 0.374  0.044 -0.692
-0.141 0.290  -0.100 -0.249
-0.060 0.364  -0.043 -0.202
-0.273 0.291  -0.078 -0.387
-0.518 0.290  -0.052 -0.681
-0.275 0.250  -0.130 -0.382
-0.518 0.210  -0.153 -0.657
-0.241 0.364  -0.011 -0.367
-0.156 0.350  -0.064 -0.270
-0.155 0.403  0.012 -0.288
-0.092 0.364  -0.052 -0.232
-0.298 0.238  -0.153 -0.426
-0.578 0.285  -0.063 -0.730
-0.431 0.333  -0.015 -0.583
-0.023 0.442  0.011 -0.150
-0.492 0.403  0.054 -0.653
0.018 0.161  -0.290 -0.123
0.015 0.446  0.003 -0.129
-0.410 0.316  -0.038 -0.560
-0.161 0.166  -0.230 -0.278
-0.529 0.341  0.009 -0.710
-0.463 0.364  0.009 -0.604
-0.402 0.393  0.026 -0.538
-0.400 0.166  -0.218 -0.506
-0.379 0.403  0.044 -0.506
-0.256 0.209  -0.170 -0.353
-0.483 0.127  -0.258 -0.591
-0.551 0.250  -0.123 -0.696
0.015 0.324  -0.106 -0.112
0.014 0.365  -0.067 -0.126
-0.495 0.249  -0.110 -0.647
-0.551 0.293  -0.040 -0.699
-0.460 0.391  0.044 -0.600
-0.290 0.360  0.005 -0.430
-0.288 0.341  -0.041 -0.413
-0.032 0.284  -0.155 -0.149
-0.500 0.044  -0.328 -0.566
-0.202 0.199  -0.201 -0.331
-0.100 0.446  0.032 -0.232
-0.569 0.244  -0.127 -0.724
-0.560 0.364  0.031 -0.741
-0.561 0.126  -0.224 -0.683
-0.591 0.333  0.008 -0.759
-0.471 0.196  -0.184 -0.591
-0.480 0.250  -0.133 -0.607
-0.423 0.210  -0.147 -0.557
-0.109 0.169  -0.256 -0.225
-0.561 0.202  -0.178 -0.696
-0.350 0.393  0.014 -0.474
-0.334 0.403  0.018 -0.456
-0.554 0.365  0.021 -0.747
-0.423 0.290  -0.077 -0.551
-0.296 0.209  -0.158 -0.391
-0.551 0.250  -0.100 -0.680
-0.215 0.127  -0.264 -0.307
-0.066 0.446  0.057 -0.215
-0.069 0.445  0.015 -0.215
-0.373 0.365  0.015 -0.538
-0.236 0.268  -0.135 -0.354
-0.011 0.403  -0.034 -0.140
-0.419 0.118  -0.264 -0.520
-0.508 0.376  0.044 -0.672
-0.173 0.322  -0.069 -0.313
-0.453 0.127  -0.253 -0.571
-0.250 0.250  -0.153 -0.357
-0.032 0.181  -0.239 -0.172
-0.380 0.328  -0.049 -0.540
-0.032 0.442  0.014 -0.167
-0.541 0.126  -0.255 -0.655
-0.061 0.403  -0.032 -0.192
-0.098 0.330  -0.072 -0.224
-0.451 0.403  0.057 -0.621
-0.069 0.364  -0.066 -0.189
-0.512 0.291  -0.051 -0.675
-0.549 0.291  -0.046 -0.703
-0.509 0.330  -0.012 -0.664
-0.351 0.322  -0.052 -0.474
-0.020 0.290  -0.135 -0.140
-0.336 0.117  -0.282 -0.423
-0.249 0.287  -0.100 -0.383
-0.031 0.364  -0.069 -0.153
-0.541 0.086  -0.276 -0.635
-0.465 0.250  -0.129 -0.588
-0.112 0.285  -0.114 -0.227
-0.382 0.118  -0.284 -0.456
-0.420 0.169  -0.213 -0.529
-0.423 0.364  -0.003 -0.580
0.008 0.333  -0.087 -0.130
-0.241 0.250  -0.149 -0.351
-0.397 0.370  0.003 -0.543
-0.549 0.127  -0.265 -0.655
-0.508 0.333  -0.005 -0.649
-0.227 0.365  -0.017 -0.342
-0.175 0.166  -0.229 -0.295
-0.336 0.403  0.044 -0.491
-0.508 0.086  -0.276 -0.592
-0.465 0.086  -0.282 -0.549
-0.345 0.086  -0.319 -0.414
-0.061 0.367  -0.069 -0.179
-0.492 0.351  0.000 -0.646
-0.186 0.362  -0.018 -0.314
-0.221 0.126  -0.321 -0.118
-0.224 0.365  -0.078 -0.061
-0.451 0.086  -0.284 -0.549
-0.370 0.324  -0.044 -0.500
-0.078 0.284  -0.144 -0.209
-0.364 0.402  0.060 -0.529
-0.495 0.250  -0.095 -0.643
-0.460 0.086  -0.276 -0.543
-0.508 0.046  -0.321 -0.597
-0.403 0.367  0.014 -0.548
-0.202 0.291  -0.114 -0.324
-0.028 0.209  -0.204 -0.161
-0.179 0.087  -0.316 -0.282
-0.460 0.127  -0.256 -0.569
-0.215 0.287  -0.104 -0.350
-0.336 0.118  -0.275 -0.437
-0.512 0.210  -0.163 -0.657
0.006 0.210  -0.207 -0.138
-0.178 0.334  -0.057 -0.322
-0.491 0.365  0.021 -0.647
-0.511 0.298  -0.051 -0.663
-0.535 0.330  -0.015 -0.689
-0.100 0.364  -0.069 -0.222
-0.442 0.167  -0.202 -0.561
-0.270 0.077  -0.325 -0.357
-0.479 0.327  -0.040 -0.588
-0.034 0.440  -0.005 -0.149
-0.229 0.166  -0.219 -0.348
-0.112 0.403  0.005 -0.232
-0.288 0.374  0.012 -0.420
-0.038 0.127  -0.313 -0.170
0.037 0.244  -0.219 -0.101
-0.333 0.212  -0.161 -0.445
0.015 0.163  -0.284 -0.120
-0.193 0.368  -0.017 -0.313
-0.531 0.207  -0.138 -0.661
-0.233 0.218  -0.189 -0.331
-0.380 0.210  -0.175 -0.486
-0.150 0.201  -0.221 -0.264
-0.531 0.169  -0.202 -0.630
-0.465 0.287  -0.064 -0.589
-0.178 0.446  0.057 -0.313
-0.554 0.207  -0.153 -0.684
-0.417 0.150  -0.209 -0.511
-0.259 0.410  0.057 -0.383
-0.021 0.430  0.003 -0.146
-0.086 0.135  -0.299 -0.193
-0.239 0.410  0.031 -0.351
-0.153 0.293  -0.127 -0.267
-0.092 0.290  -0.118 -0.206
-0.161 0.403  -0.014 -0.290
-0.451 0.086  -0.282 -0.541
-0.216 0.285  -0.094 -0.334
-0.011 0.319  -0.126 -0.140
-0.492 0.244  -0.132 -0.623
-0.492 0.367  0.028 -0.652
-0.107 0.440  0.048 -0.238
-0.502 0.247  -0.112 -0.647
-0.479 0.218  -0.133 -0.607
-0.265 0.089  -0.302 -0.336
-0.138 0.377  -0.017 -0.265
0.017 0.443  0.021 -0.124
-0.095 0.325  -0.092 -0.224
-0.561 0.250  -0.094 -0.693
-0.107 0.445  0.029 -0.250
-0.043 0.127  -0.301 -0.173
-0.337 0.212  -0.192 -0.460
-0.339 0.287  -0.100 -0.471
-0.222 0.377  -0.015 -0.347
-0.008 0.127  -0.296 -0.124
-0.463 0.403  0.064 -0.634
-0.327 0.209  -0.170 -0.431
-0.394 0.250  -0.114 -0.525
-0.423 0.403  0.046 -0.581
-0.063 0.209  -0.202 -0.178
-0.190 0.169  -0.238 -0.287
-0.339 0.287  -0.074 -0.454
-0.278 0.058  -0.327 -0.376
-0.528 0.293  -0.048 -0.690
-0.327 0.325  -0.048 -0.448
-0.558 0.209  -0.160 -0.698
-0.423 0.324  -0.046 -0.566
-0.138 0.199  -0.201 -0.256
-0.463 0.169  -0.189 -0.595
-0.549 0.087  -0.299 -0.638
-0.549 0.169  -0.190 -0.653
-0.511 0.046  -0.311 -0.592
-0.497 0.170  -0.186 -0.609
-0.528 0.371  0.043 -0.701
-0.465 0.166  -0.219 -0.557
-0.295 0.411  0.034 -0.420
-0.598 0.244  -0.117 -0.744
-0.144 0.413  0.031 -0.291
-0.132 0.325  -0.069 -0.262
-0.103 0.250  -0.155 -0.218
-0.298 0.160  -0.252 -0.396
0.018 0.325  -0.118 -0.104
-0.523 0.364  0.028 -0.698
-0.245 0.127  -0.262 -0.359
-0.558 0.373  0.055 -0.738
-0.508 0.334  0.000 -0.650
-0.591 0.373  0.054 -0.779
-0.382 0.247  -0.137 -0.506
-0.350 0.413  0.034 -0.499
-0.253 0.333  -0.066 -0.380
-0.290 0.364  -0.008 -0.422
-0.344 0.291  -0.066 -0.463
0.046 0.290  -0.147 -0.106
-0.572 0.365  0.031 -0.753
-0.393 0.244  -0.137 -0.500
-0.282 0.089  -0.299 -0.364
-0.436 0.334  -0.014 -0.578
0.015 0.445  0.029 -0.112
0.037 0.445  -0.002 -0.081
-0.179 0.086  -0.305 -0.278
-0.006 0.324  -0.114 -0.140
-0.006 0.244  -0.189 -0.140
-0.264 0.408  0.044 -0.426
-0.459 0.207  -0.170 -0.598
-0.387 0.086  -0.281 -0.466
-0.440 0.311  -0.055 -0.592
-0.290 0.167  -0.219 -0.397
-0.390 0.137  -0.229 -0.480
0.026 0.445  0.011 -0.098
-0.236 0.124  -0.284 -0.333
-0.075 0.446  0.055 -0.202
-0.413 0.126  -0.253 -0.518
-0.333 0.403  0.034 -0.492
-0.517 0.083  -0.299 -0.601
-0.502 0.126  -0.267 -0.600
-0.094 0.288  -0.132 -0.222
-0.279 0.285  -0.115 -0.405
-0.146 0.360  -0.029 -0.264
-0.061 0.209  -0.210 -0.173
-0.196 0.364  -0.040 -0.314
-0.522 0.126  -0.233 -0.638
-0.067 0.219  -0.190 -0.198
-0.422 0.130  -0.236 -0.523
-0.232 0.201  -0.202 -0.341
-0.350 0.170  -0.204 -0.449
-0.247 0.284  -0.155 -0.087
-0.115 0.324  -0.089 -0.244
-0.531 0.166  -0.186 -0.667
-0.311 0.331  -0.040 -0.425
-0.423 0.244  -0.114 -0.537
-0.060 0.175  -0.238 -0.175
-0.376 0.250  -0.121 -0.503
-0.109 0.170  -0.219 -0.241
-0.241 0.118  -0.276 -0.341
-0.037 0.365  -0.061 -0.152
-0.202 0.287  -0.100 -0.330
-0.374 0.393  0.031 -0.509
-0.433 0.371  0.032 -0.601
-0.229 0.301  -0.066 -0.351
-0.446 0.403  0.060 -0.598
-0.301 0.288  -0.091 -0.410
-0.515 0.167  -0.204 -0.615
-0.423 0.169  -0.181 -0.532
-0.112 0.414  0.023 -0.250
-0.288 0.209  -0.161 -0.388
-0.078 0.127  -0.278 -0.199
-0.017 0.403  -0.035 -0.138
-0.103 0.325  -0.086 -0.230
-0.529 0.365  0.034 -0.707
-0.031 0.445  0.025 -0.167
-0.449 0.403  0.041 -0.595
-0.078 0.290  -0.138 -0.192
-0.337 0.325  -0.064 -0.457
-0.354 0.127  -0.250 -0.449
-0.244 0.295  -0.075 -0.365
-0.244 0.293  -0.160 -0.095
-0.308 0.403  0.020 -0.426
-0.216 0.374  -0.014 -0.337
-0.491 0.290  -0.054 -0.634
-0.549 0.209  -0.172 -0.680
-0.465 0.325  -0.051 -0.615
0.005 0.209  -0.218 -0.123
-0.069 0.324  -0.075 -0.209
-0.149 0.250  -0.140 -0.281
-0.198 0.405  0.015 -0.313
-0.331 0.351  -0.029 -0.474
-0.453 0.373  0.040 -0.627
-0.400 0.288  -0.086 -0.525
-0.477 0.086  -0.313 -0.545
-0.379 0.250  -0.120 -0.512
-0.436 0.365  -0.003 -0.581
-0.522 0.291  -0.060 -0.686
-0.506 0.127  -0.267 -0.615
-0.299 0.403  0.041 -0.420
-0.465 0.291  -0.078 -0.588
0.018 0.410  -0.008 -0.109
0.014 0.403  -0.043 -0.127
-0.091 0.442  0.035 -0.233
-0.192 0.209  -0.183 -0.310
0.035 0.410  -0.011 -0.100
-0.224 0.209  -0.201 -0.337
-0.411 0.365  0.014 -0.568
-0.186 0.290  -0.114 -0.301
-0.025 0.403  -0.014 -0.172
-0.166 0.127  -0.298 -0.270
-0.411 0.169  -0.189 -0.534
-0.515 0.086  -0.275 -0.630
-0.061 0.244  -0.184 -0.178
-0.103 0.287  -0.120 -0.230
-0.413 0.078  -0.308 -0.474
-0.020 0.210  -0.219 -0.144
-0.130 0.210  -0.201 -0.249
-0.189 0.285  -0.114 -0.322
-0.327 0.221  -0.146 -0.433
-0.249 0.288  -0.126 -0.124
-0.344 0.367  0.014 -0.499
-0.020 0.123  -0.308 -0.149
-0.268 0.331  -0.051 -0.402
-0.433 0.206  -0.170 -0.535
-0.189 0.176  -0.229 -0.298
-0.086 0.403  -0.021 -0.219
-0.060 0.169  -0.264 -0.187
-0.299 0.285  -0.087 -0.425
-0.147 0.219  -0.170 -0.261
-0.063 0.327  -0.094 -0.190
-0.003 0.164  -0.272 -0.141
-0.161 0.330  -0.071 -0.298
-0.451 0.285  -0.071 -0.594
-0.477 0.126  -0.230 -0.580
-0.508 0.210  -0.140 -0.641
-0.511 0.252  -0.110 -0.641
-0.426 0.285  -0.095 -0.541
-0.465 0.287  -0.080 -0.601
-0.423 0.325  -0.049 -0.555
-0.149 0.325  -0.063 -0.261
-0.483 0.250  -0.092 -0.612
-0.380 0.169  -0.221 -0.491
-0.591 0.373  0.055 -0.762
-0.296 0.413  0.055 -0.425
-0.391 0.169  -0.230 -0.494
-0.399 0.365  0.025 -0.546
-0.149 0.291  -0.110 -0.267
-0.015 0.291  -0.140 -0.156
-0.334 0.365  -0.002 -0.482
-0.112 0.365  -0.057 -0.232
-0.571 0.250  -0.103 -0.721
-0.591 0.365  0.026 -0.759
-0.337 0.403  0.058 -0.469
-0.344 0.209  -0.152 -0.454
-0.354 0.078  -0.325 -0.428
-0.436 0.129  -0.255 -0.540
-0.305 0.087  -0.290 -0.394
-0.555 0.252  -0.115 -0.715
-0.296 0.405  0.046 -0.423
-0.149 0.373  -0.012 -0.279
-0.423 0.209  -0.173 -0.548
-0.253 0.169  -0.218 -0.348
-0.152 0.365  -0.026 -0.275
0.025 0.291  -0.152 -0.106
-0.414 0.364  0.020 -0.546
-0.107 0.127  -0.298 -0.213
-0.531 0.330  -0.009 -0.680
-0.380 0.288  -0.081 -0.518
-0.356 0.288  -0.078 -0.477
-0.141 0.288  -0.101 -0.249
-0.374 0.322  -0.032 -0.497
-0.146 0.403  0.012 -0.272
-0.471 0.127  -0.264 -0.569
-0.508 0.086  -0.285 -0.598
-0.382 0.129  -0.232 -0.488
-0.075 0.365  -0.060 -0.209
-0.025 0.239  -0.178 -0.163
-0.279 0.287  -0.089 -0.385
-0.250 0.367  -0.025 -0.365
-0.388 0.084  -0.321 -0.459
-0.546 0.210  -0.146 -0.680
-0.298 0.087  -0.321 -0.387
-0.296 0.087  -0.296 -0.390
-0.025 0.287  -0.144 -0.143
-0.339 0.252  -0.112 -0.456
-0.186 0.327  -0.089 -0.319
-0.419 0.250  -0.124 -0.552
-0.471 0.100  -0.268 -0.548
-0.069 0.089  -0.319 -0.176
-0.348 0.118  -0.290 -0.430
-0.351 0.252  -0.117 -0.465
0.046 0.285  -0.147 -0.086
-0.387 0.126  -0.265 -0.485
-0.101 0.365  -0.046 -0.224
-0.135 0.242  -0.186 -0.245
-0.382 0.118  -0.276 -0.465
-0.459 0.405  0.055 -0.603
-0.548 0.411  0.104 -0.735
-0.215 0.288  -0.098 -0.348
-0.020 0.287  -0.158 -0.138
-0.295 0.324  -0.041 -0.420
-0.147 0.290  -0.114 -0.261
-0.543 0.391  0.055 -0.719
-0.166 0.290  -0.124 -0.291
-0.334 0.247  -0.147 -0.443
-0.356 0.249  -0.140 -0.471
-0.032 0.365  -0.080 -0.155
-0.428 0.281  -0.097 -0.560
-0.431 0.087  -0.299 -0.509
-0.591 0.370  0.069 -0.779
-0.357 0.249  -0.137 -0.469
-0.419 0.167  -0.229 -0.523
-0.397 0.371  0.025 -0.549
-0.129 0.403  -0.008 -0.250
-0.310 0.364  -0.008 -0.446
-0.350 0.290  -0.100 -0.468
0.006 0.207  -0.232 -0.135
-0.308 0.364  -0.011 -0.434
-0.069 0.402  -0.034 -0.181
-0.508 0.207  -0.161 -0.623
-0.265 0.087  -0.308 -0.339
-0.302 0.374  0.011 -0.431
-0.480 0.167  -0.198 -0.601
-0.285 0.127  -0.290 -0.360
-0.430 0.287  -0.095 -0.574
-0.265 0.287  -0.124 -0.391
-0.360 0.210  -0.156 -0.471
-0.011 0.407  -0.043 -0.141
-0.609 0.333  0.015 -0.779
-0.382 0.127  -0.252 -0.462
-0.069 0.179  -0.238 -0.198
-0.296 0.130  -0.264 -0.387
-0.420 0.333  -0.021 -0.546
-0.471 0.100  -0.276 -0.563
-0.515 0.170  -0.204 -0.657
-0.270 0.127  -0.293 -0.357
-0.511 0.127  -0.264 -0.591
-0.176 0.333  -0.077 -0.296
-0.183 0.279  -0.124 -0.296
-0.531 0.284  -0.061 -0.695
-0.423 0.167  -0.207 -0.532
-0.509 0.209  -0.161 -0.644
-0.061 0.445  0.041 -0.206
-0.569 0.365  0.043 -0.761
-0.210 0.324  -0.071 -0.337
-0.049 0.284  -0.150 -0.176
-0.331 0.322  -0.071 -0.440
-0.380 0.167  -0.207 -0.469
-0.110 0.221  -0.183 -0.239
-0.453 0.089  -0.301 -0.538
-0.439 0.405  0.055 -0.600
-0.123 0.262  -0.147 -0.245
-0.190 0.210  -0.192 -0.302
-0.380 0.252  -0.123 -0.514
-0.020 0.325  -0.084 -0.140
-0.233 0.324  -0.051 -0.360
-0.192 0.250  -0.170 -0.308
-0.054 0.365  -0.049 -0.184
-0.492 0.365  0.011 -0.673
-0.265 0.350  -0.028 -0.391
-0.114 0.167  -0.238 -0.229
-0.408 0.209  -0.152 -0.538
-0.032 0.167  -0.255 -0.156
-0.236 0.284  -0.103 -0.348
-0.514 0.169  -0.195 -0.649
-0.245 0.258  -0.149 -0.359
-0.557 0.327  -0.035 -0.713
-0.067 0.244  -0.183 -0.192
-0.253 0.210  -0.184 -0.377
-0.388 0.127  -0.250 -0.474
0.006 0.445  0.020 -0.135
-0.103 0.238  -0.169 -0.224
-0.374 0.127  -0.264 -0.457
-0.480 0.087  -0.281 -0.588
-0.463 0.367  0.009 -0.624
-0.183 0.417  0.034 -0.333
-0.572 0.376  0.057 -0.761
-0.219 0.281  -0.132 -0.342
-0.179 0.167  -0.236 -0.304
-0.087 0.172  -0.275 -0.198
-0.411 0.408  0.054 -0.578
-0.029 0.321  -0.114 -0.164
-0.086 0.167  -0.252 -0.206
-0.067 0.250  -0.172 -0.206
-0.411 0.250  -0.120 -0.529
-0.360 0.210  -0.160 -0.474
-0.350 0.210  -0.181 -0.474
-0.109 0.244  -0.183 -0.238
-0.376 0.408  0.066 -0.520
0.006 0.331  -0.081 -0.135
-0.416 0.331  -0.020 -0.546
-0.380 0.364  -0.015 -0.537
-0.371 0.333  -0.038 -0.509
-0.080 0.207  -0.202 -0.198
-0.571 0.367  0.014 -0.752
-0.021 0.403  -0.018 -0.144
-0.492 0.169  -0.195 -0.620
-0.109 0.238  -0.172 -0.218
-0.025 0.407  -0.014 -0.147
-0.491 0.126  -0.239 -0.595
-0.281 0.403  0.029 -0.417
-0.350 0.169  -0.238 -0.439
-0.465 0.367  0.018 -0.630
0.006 0.250  -0.193 -0.118
-0.281 0.407  0.044 -0.414
-0.204 0.127  -0.275 -0.324
-0.453 0.198  -0.189 -0.563
-0.032 0.407  0.014 -0.176
-0.123 0.126  -0.310 -0.230
-0.321 0.210  -0.201 -0.434
0.018 0.365  -0.078 -0.117
-0.422 0.169  -0.229 -0.534
-0.420 0.324  -0.051 -0.572
-0.509 0.371  0.028 -0.670
-0.129 0.364  -0.017 -0.262
-0.531 0.250  -0.092 -0.690
-0.549 0.291  -0.067 -0.712
-0.509 0.290  -0.077 -0.641
-0.184 0.403  0.025 -0.316
-0.149 0.365  -0.018 -0.275
-0.448 0.086  -0.295 -0.535
-0.195 0.210  -0.195 -0.321
-0.034 0.127  -0.319 -0.161
-0.173 0.405  0.026 -0.305
-0.385 0.333  -0.034 -0.532
-0.549 0.364  0.015 -0.713
-0.380 0.403  0.032 -0.511
-0.170 0.221  -0.183 -0.287
-0.480 0.367  0.021 -0.637
-0.466 0.282  -0.092 -0.603
-0.072 0.244  -0.153 -0.193
-0.186 0.239  -0.172 -0.321
-0.376 0.250  -0.140 -0.517
0.009 0.445  0.009 -0.123
-0.422 0.250  -0.124 -0.565
-0.354 0.403  0.037 -0.494
-0.268 0.365  -0.014 -0.414
-0.394 0.250  -0.126 -0.515
-0.067 0.210  -0.193 -0.198
-0.140 0.445  0.054 -0.287
-0.376 0.362  0.002 -0.523
-0.466 0.249  -0.141 -0.611
0.006 0.365  -0.063 -0.127
-0.494 0.144  -0.241 -0.614
-0.173 0.411  0.025 -0.301
-0.522 0.127  -0.239 -0.632
-0.468 0.325  -0.018 -0.635
-0.387 0.086  -0.287 -0.468
-0.146 0.403  -0.003 -0.279
0.025 0.250  -0.186 -0.118
-0.103 0.333  -0.066 -0.224
-0.293 0.364  -0.009 -0.419
-0.109 0.351  -0.067 -0.235
-0.571 0.288  -0.074 -0.723
-0.201 0.086  -0.313 -0.301
-0.275 0.284  -0.114 -0.385
-0.179 0.250  -0.153 -0.290
-0.416 0.169  -0.207 -0.534
-0.299 0.160  -0.239 -0.402
-0.186 0.169  -0.233 -0.308
-0.337 0.129  -0.262 -0.419
-0.509 0.129  -0.262 -0.604
-0.295 0.284  -0.080 -0.419
-0.199 0.285  -0.107 -0.337
-0.103 0.445  0.054 -0.225
-0.460 0.324  -0.023 -0.624
-0.140 0.364  -0.052 -0.252
-0.055 0.291  -0.153 -0.175
0.025 0.403  -0.020 -0.123
-0.422 0.365  0.017 -0.592
-0.430 0.288  -0.080 -0.583
-0.578 0.291  -0.063 -0.736
-0.348 0.393  0.017 -0.491
-0.147 0.209  -0.201 -0.270
-0.296 0.416  0.055 -0.433
-0.298 0.403  0.026 -0.419
-0.104 0.291  -0.141 -0.222
-0.288 0.364  -0.037 -0.407
-0.434 0.322  -0.037 -0.580
-0.063 0.403  -0.002 -0.183
-0.571 0.322  -0.035 -0.750
-0.509 0.371  0.038 -0.699
-0.178 0.287  -0.115 -0.290
-0.209 0.333  -0.049 -0.350
-0.374 0.403  0.044 -0.537
-0.344 0.086  -0.302 -0.428
-0.063 0.403  -0.023 -0.186
-0.146 0.209  -0.202 -0.270
-0.015 0.325  -0.110 -0.143
-0.017 0.284  -0.170 -0.143
-0.374 0.324  -0.032 -0.511
-0.129 0.250  -0.147 -0.255
-0.492 0.285  -0.095 -0.643
-0.173 0.446  0.067 -0.304
-0.440 0.393  0.034 -0.598
0.006 0.166  -0.264 -0.137
-0.183 0.442  0.058 -0.324
-0.268 0.403  0.025 -0.402
-0.038 0.405  -0.034 -0.183
-0.296 0.373  0.018 -0.439
-0.551 0.365  0.017 -0.735
-0.032 0.127  -0.301 -0.152
-0.146 0.285  -0.132 -0.262
-0.121 0.403  -0.023 -0.247
-0.100 0.169  -0.261 -0.218
-0.202 0.368  -0.028 -0.336
-0.482 0.405  0.063 -0.666
-0.468 0.086  -0.313 -0.534
-0.236 0.086  -0.321 -0.344
-0.262 0.210  -0.195 -0.365
-0.244 0.365  -0.023 -0.380
-0.341 0.114  -0.293 -0.423
-0.397 0.124  -0.275 -0.472
-0.468 0.210  -0.175 -0.581
-0.021 0.446  -0.002 -0.147
-0.529 0.250  -0.110 -0.672
-0.431 0.101  -0.281 -0.528
-0.465 0.334  -0.015 -0.601
-0.468 0.290  -0.072 -0.617
-0.219 0.288  -0.123 -0.327
-0.417 0.209  -0.192 -0.538
0.015 0.209  -0.235 -0.120
-0.020 0.252  -0.184 -0.155
-0.420 0.210  -0.152 -0.534
-0.069 0.325  -0.100 -0.202
-0.374 0.288  -0.071 -0.500
-0.067 0.196  -0.242 -0.196
-0.311 0.252  -0.126 -0.437
-0.509 0.210  -0.178 -0.638
-0.175 0.391  -0.020 -0.310
-0.279 0.364  -0.032 -0.419
-0.189 0.288  -0.126 -0.296
-0.130 0.362  -0.057 -0.256
-0.213 0.127  -0.298 -0.305
-0.048 0.324  -0.126 -0.173
-0.112 0.442  0.044 -0.233
-0.403 0.322  -0.048 -0.541
-0.301 0.216  -0.163 -0.422
-0.221 0.416  0.044 -0.356
-0.492 0.207  -0.167 -0.623
-0.422 0.365  0.000 -0.555
-0.109 0.362  -0.058 -0.236
-0.420 0.364  -0.009 -0.580
-0.465 0.166  -0.229 -0.560
-0.390 0.287  -0.083 -0.529
-0.173 0.365  -0.037 -0.290
-0.284 0.117  -0.296 -0.360
-0.350 0.169  -0.202 -0.442
-0.465 0.169  -0.218 -0.574
-0.141 0.367  -0.063 -0.258
